vehicle_id,status,scheduled_depart_s,sampled_headway_s,actual_depart_s,depart_delay_s,actual_entry_headway_s,arrival_s,duration_s,route_length_m,waiting_time_s,time_loss_s,preferred_speed_mps,trajectory_samples,min_gap_m,preferred_tau_s
veh_000506,completed,3075.643741,7.098503,3076.000000,0.356259,7.000000,3932.000,856.000,16093.440000,0.000,301.843,21.438755,856,2.350617,2.046599
veh_000507,completed,3082.900842,7.257102,3083.000000,0.099158,7.000000,3934.000,851.000,16093.440000,0.000,296.949,24.109716,851,3.202905,2.044482
veh_000508,completed,3090.292821,7.391979,3091.000000,0.707179,8.000000,3937.000,846.000,16093.440000,0.000,291.912,20.970827,846,3.210766,1.741226
veh_000509,completed,3096.747856,6.455035,3097.000000,0.252144,6.000000,3939.000,842.000,16093.440000,0.000,287.649,22.534773,842,3.206966,1.490076
veh_000510,completed,3103.066242,6.318386,3104.000000,0.933758,7.000000,3941.000,837.000,16093.440000,0.000,282.568,21.281686,837,4.687822,1.460444
veh_000511,completed,3110.362253,7.296011,3111.000000,0.637747,7.000000,3943.000,832.000,16093.440000,0.000,277.762,22.032160,832,2.702416,1.850107
veh_000512,completed,3116.465502,6.103248,3117.000000,0.534498,6.000000,3945.000,828.000,16093.440000,0.000,273.725,23.383125,828,1.898615,1.836616
veh_000513,completed,3121.004624,4.539122,3122.000000,0.995376,5.000000,4040.000,918.000,16093.440000,0.000,364.080,18.235991,918,1.850843,1.902464
veh_000514,completed,3127.040396,6.035773,3128.000000,0.959604,6.000000,4043.000,915.000,16093.440000,0.000,360.857,18.369459,915,3.627410,1.929067
veh_000515,completed,3130.207773,3.167377,3131.000000,0.792227,3.000000,4045.000,914.000,16093.440000,0.000,359.810,24.764868,914,3.547690,2.084261
veh_000516,completed,3136.198923,5.991150,3137.000000,0.801077,6.000000,4049.000,912.000,16093.440000,0.000,357.619,20.885712,912,3.565357,2.019366
veh_000517,completed,3142.818982,6.620059,3143.000000,0.181018,6.000000,4051.000,908.000,16093.440000,0.000,354.109,19.894032,908,3.325104,2.212677
veh_000518,completed,3150.672953,7.853971,3151.000000,0.327047,8.000000,4054.000,903.000,16093.440000,0.000,348.632,20.769598,903,3.824468,2.158005
veh_000519,completed,3156.899869,6.226916,3157.000000,0.100131,6.000000,4056.000,899.000,16093.440000,0.000,344.909,20.515517,899,3.554042,1.539273
veh_000520,completed,3164.292078,7.392210,3165.000000,0.707922,8.000000,4058.000,893.000,16093.440000,0.000,338.858,25.432247,893,2.840541,1.648464
veh_000521,completed,3170.291272,5.999194,3171.000000,0.708728,6.000000,4060.000,889.000,16093.440000,0.000,335.029,26.013792,889,1.854001,2.240582
veh_000522,completed,3174.756058,4.464785,3175.000000,0.243942,4.000000,4063.000,888.000,16093.440000,0.000,333.761,23.009698,888,3.044735,2.340850
veh_000523,completed,3178.638988,3.882930,3179.000000,0.361012,4.000000,4065.000,886.000,16093.440000,0.000,331.966,20.256291,886,3.318253,1.671301
veh_000524,completed,3183.184386,4.545398,3184.000000,0.815614,5.000000,4067.000,883.000,16093.440000,0.000,328.880,24.248012,883,2.997771,1.750382
veh_000525,completed,3187.135165,3.950778,3188.000000,0.864835,4.000000,4069.000,881.000,16093.440000,0.000,326.942,20.784711,881,2.415293,1.765508
veh_000526,completed,3194.085727,6.950562,3195.000000,0.914273,7.000000,4072.000,877.000,16093.440000,0.000,322.690,20.933347,877,2.690267,2.037753
veh_000527,completed,3199.774305,5.688578,3200.000000,0.225695,5.000000,4074.000,874.000,16093.440000,0.000,320.058,26.682463,874,3.736054,2.374435
veh_000528,completed,3206.629777,6.855472,3207.000000,0.370223,7.000000,4077.000,870.000,16093.440000,0.000,315.835,22.112414,870,3.350796,1.221707
veh_000529,completed,3212.739924,6.110147,3213.000000,0.260076,6.000000,4079.000,866.000,16093.440000,0.000,311.595,20.832986,866,3.128091,1.548434
veh_000530,completed,3220.305998,7.566074,3221.000000,0.694002,8.000000,4081.000,860.000,16093.440000,0.000,305.675,23.697699,860,3.267313,1.742050
veh_000531,completed,3227.896288,7.590289,3228.000000,0.103712,7.000000,4082.000,854.000,16093.440000,0.000,300.025,26.375864,854,3.366137,1.463819
veh_000532,completed,3232.928281,5.031993,3233.000000,0.071719,5.000000,4091.000,858.000,16093.440000,0.000,303.532,18.901481,858,2.268940,2.518453
veh_000533,completed,3238.516807,5.588526,3239.000000,0.483193,6.000000,4093.000,854.000,16093.440000,0.000,299.873,21.602898,854,3.110307,2.484393
veh_000534,completed,3243.717564,5.200757,3244.000000,0.282436,5.000000,4095.000,851.000,16093.440000,0.000,296.925,23.266757,851,2.639868,1.921199
veh_000535,completed,3247.285596,3.568032,3248.000000,0.714404,4.000000,4103.000,855.000,16093.440000,0.000,301.151,19.921881,855,3.344135,1.868563
veh_000536,completed,3254.298421,7.012826,3255.000000,0.701579,7.000000,4108.000,853.000,16093.440000,0.000,298.838,21.802861,853,3.385226,1.738543
veh_000537,completed,3262.081613,7.783192,3263.000000,0.918387,8.000000,4122.000,859.000,16093.440000,0.000,304.835,19.514100,859,2.822481,2.003787
veh_000538,completed,3268.071971,5.990357,3269.000000,0.928029,6.000000,4124.000,855.000,16093.440000,0.000,300.835,23.430932,855,2.764224,1.830498
veh_000539,completed,3273.332183,5.260212,3274.000000,0.667817,5.000000,4126.000,852.000,16093.440000,0.000,298.060,25.227183,852,3.269486,2.154809
veh_000540,completed,3280.968540,7.636358,3281.000000,0.031460,7.000000,4128.000,847.000,16093.440000,0.000,293.115,22.606961,847,3.620784,1.769265
veh_000541,completed,3283.451097,2.482557,3284.000000,0.548903,3.000000,4130.000,846.000,16093.440000,0.000,291.815,21.168205,846,3.737425,1.337425
veh_000542,completed,3289.717309,6.266213,3290.000000,0.282691,6.000000,4133.000,843.000,16093.440000,0.000,288.947,19.780070,843,2.118470,1.890839
veh_000543,completed,3295.932235,6.214926,3296.000000,0.067765,6.000000,4135.000,839.000,16093.440000,0.000,284.769,25.248902,839,3.871116,1.476620
veh_000544,completed,3301.075950,5.143714,3302.000000,0.924050,6.000000,4137.000,835.000,16093.440000,0.000,280.796,22.383830,835,2.864591,1.878729
veh_000545,completed,3309.163312,8.087362,3310.000000,0.836688,8.000000,4139.000,829.000,16093.440000,0.000,275.047,25.299608,829,3.075332,2.043998
veh_000546,completed,3316.619415,7.456103,3317.000000,0.380585,7.000000,4149.000,832.000,16093.440000,0.000,277.797,20.669559,832,3.437680,1.965068
veh_000547,completed,3322.227679,5.608264,3323.000000,0.772321,6.000000,4162.000,839.000,16093.440000,0.000,284.511,20.190276,839,3.307537,1.455222
veh_000548,completed,3328.097635,5.869956,3329.000000,0.902365,6.000000,4163.000,834.000,16093.440000,0.000,280.089,22.137595,834,2.975419,1.386515
veh_000549,completed,3333.515599,5.417964,3334.000000,0.484401,5.000000,4171.000,837.000,16093.440000,0.000,282.487,22.876034,837,3.311582,1.812296
veh_000550,completed,3338.747419,5.231820,3339.000000,0.252581,5.000000,4172.000,833.000,16093.440000,0.000,278.916,24.761277,833,2.577540,1.354888
veh_000551,completed,3342.785119,4.037700,3343.000000,0.214881,4.000000,4174.000,831.000,16093.440000,0.000,277.087,23.585859,831,4.335506,1.910141
veh_000552,completed,3350.855042,8.069923,3351.000000,0.144958,8.000000,4177.000,826.000,16093.440000,0.000,271.805,22.024158,826,2.301380,2.119913
veh_000553,completed,3358.397042,7.542000,3359.000000,0.602958,8.000000,4181.000,822.000,16093.440000,0.000,267.846,20.365002,822,2.068398,2.005709
veh_000554,completed,3365.594292,7.197249,3366.000000,0.405708,7.000000,4184.000,818.000,16093.440000,0.000,263.899,20.489363,818,3.366892,1.958358
veh_000555,completed,3369.952788,4.358496,3370.000000,0.047212,4.000000,4186.000,816.000,16093.440000,0.000,261.641,23.756229,816,3.857443,1.578930
veh_000556,completed,3379.074055,9.121268,3380.000000,0.925945,10.000000,4188.000,808.000,16093.440000,0.000,253.912,23.255458,808,2.138102,2.016296
veh_000557,completed,3388.044303,8.970248,3389.000000,0.955697,9.000000,4192.000,803.000,16093.440000,0.000,248.490,22.298171,803,1.843960,1.902116
veh_000558,completed,3394.326389,6.282086,3395.000000,0.673611,6.000000,4193.000,798.000,16093.440000,0.000,244.112,23.315970,798,3.660330,1.684385
veh_000559,completed,3398.970058,4.643669,3399.000000,0.029942,4.000000,4195.000,796.000,16093.440000,0.000,242.104,25.840554,796,3.732249,1.656630
veh_000560,completed,3403.670413,4.700355,3404.000000,0.329587,5.000000,4197.000,793.000,16093.440000,0.000,239.054,24.676621,793,2.060444,1.933888
veh_000561,completed,3410.298236,6.627823,3411.000000,0.701764,7.000000,4201.000,790.000,16093.440000,0.000,235.818,21.138731,790,4.269748,1.682828
veh_000562,completed,3414.928715,4.630479,3415.000000,0.071285,4.000000,4203.000,788.000,16093.440000,0.000,234.086,25.460015,788,1.405075,2.112115
veh_000563,completed,3420.877398,5.948684,3421.000000,0.122602,6.000000,4238.000,817.000,16093.440000,0.000,262.783,19.667684,817,4.768063,1.998508
veh_000564,completed,3428.510366,7.632967,3429.000000,0.489634,8.000000,4240.000,811.000,16093.440000,0.000,256.876,22.548482,811,3.452332,1.931542
veh_000565,completed,3432.250130,3.739764,3433.000000,0.749870,4.000000,4242.000,809.000,16093.440000,0.000,255.048,21.797537,809,2.713516,1.768884
veh_000566,completed,3441.258723,9.008593,3442.000000,0.741277,9.000000,4245.000,803.000,16093.440000,0.000,248.581,22.516508,803,3.358792,2.072488
veh_000567,completed,3449.608786,8.350063,3450.000000,0.391214,8.000000,4247.000,797.000,16093.440000,0.000,242.531,23.389574,797,3.128739,1.663584
veh_000568,completed,3453.753157,4.144371,3454.000000,0.246843,4.000000,4249.000,795.000,16093.440000,0.000,240.749,22.858097,795,3.861553,1.978934
veh_000569,completed,3457.632695,3.879538,3458.000000,0.367305,4.000000,4251.000,793.000,16093.440000,0.000,238.885,23.709466,793,3.728111,2.163997
veh_000570,completed,3463.207562,5.574867,3464.000000,0.792438,6.000000,4285.000,821.000,16093.440000,0.000,266.677,19.162841,821,2.447943,2.044543
veh_000571,completed,3467.660847,4.453285,3468.000000,0.339153,4.000000,4287.000,819.000,16093.440000,0.000,264.776,25.675134,819,2.640542,1.974820
veh_000572,completed,3473.265266,5.604419,3474.000000,0.734734,6.000000,4288.000,814.000,16093.440000,0.000,260.108,21.518079,814,2.609870,1.479096
veh_000573,completed,3475.393487,2.128221,3476.000000,0.606513,2.000000,4291.000,815.000,16093.440000,0.000,260.606,22.794131,815,3.622921,1.911063
veh_000574,completed,3481.050434,5.656947,3482.000000,0.949566,6.000000,4293.000,811.000,16093.440000,0.000,256.784,25.272686,811,1.845721,1.893146
veh_000575,completed,3489.754719,8.704285,3490.000000,0.245281,8.000000,4294.000,804.000,16093.440000,0.000,250.122,21.418366,804,3.357118,1.201061
veh_000576,completed,3494.079827,4.325108,3495.000000,0.920173,5.000000,4296.000,801.000,16093.440000,0.000,247.135,20.804437,801,2.730955,1.963155
veh_000577,completed,3499.670223,5.590397,3500.000000,0.329777,5.000000,4384.000,884.000,16093.440000,0.000,330.076,18.952588,884,3.839139,1.997355
veh_000578,completed,3503.435810,3.765586,3504.000000,0.564190,4.000000,4387.000,883.000,16093.440000,0.000,328.555,24.427871,883,2.771213,2.029863
veh_000579,completed,3510.393166,6.957356,3511.000000,0.606834,7.000000,4388.000,877.000,16093.440000,0.000,323.041,22.501250,877,2.262957,1.878201
veh_000580,completed,3516.055187,5.662021,3517.000000,0.944813,6.000000,4391.000,874.000,16093.440000,0.000,319.480,22.886572,874,3.052837,1.997391
veh_000581,completed,3524.966287,8.911100,3525.000000,0.033713,8.000000,4393.000,868.000,16093.440000,0.000,313.676,23.951345,868,2.667594,1.821922
veh_000582,completed,3531.276546,6.310259,3532.000000,0.723454,7.000000,4395.000,863.000,16093.440000,0.000,308.566,21.092446,863,1.644305,1.791999
veh_000583,completed,3536.718276,5.441730,3537.000000,0.281724,5.000000,4400.000,863.000,16093.440000,0.000,308.782,18.625582,863,3.157204,1.754820
veh_000584,completed,3543.543685,6.825409,3544.000000,0.456315,7.000000,4402.000,858.000,16093.440000,0.000,303.865,22.938499,858,2.572850,1.960113
veh_000585,completed,3548.784343,5.240658,3549.000000,0.215657,5.000000,4404.000,855.000,16093.440000,0.000,301.123,24.000626,855,4.029638,1.917544
veh_000586,completed,3552.775380,3.991038,3553.000000,0.224620,4.000000,4408.000,855.000,16093.440000,0.000,300.984,21.422093,855,2.637947,1.947619
veh_000587,completed,3559.228302,6.452922,3560.000000,0.771698,7.000000,4410.000,850.000,16093.440000,0.000,296.062,23.904787,850,3.117917,1.701208
veh_000588,completed,3564.965999,5.737697,3565.000000,0.034001,5.000000,4412.000,847.000,16093.440000,0.000,293.025,21.885411,847,1.660414,1.536442
veh_000589,completed,3571.215471,6.249473,3572.000000,0.784529,7.000000,4415.000,843.000,16093.440000,0.000,288.577,22.364412,843,2.300166,2.352815
veh_000590,completed,3577.778657,6.563186,3578.000000,0.221343,6.000000,4417.000,839.000,16093.440000,0.000,284.758,25.126952,839,3.741398,1.845619
veh_000591,completed,3583.013178,5.234520,3584.000000,0.986822,6.000000,4419.000,835.000,16093.440000,0.000,281.121,22.868720,835,3.479889,1.861658
veh_000592,completed,3589.645543,6.632365,3590.000000,0.354457,6.000000,4421.000,831.000,16093.440000,0.000,276.827,24.538442,831,2.111259,1.451423
veh_000593,completed,3598.252087,8.606545,3599.000000,0.747913,9.000000,4424.000,825.000,16093.440000,0.000,270.712,19.881608,825,3.320164,1.804738
veh_000594,completed,3602.590388,4.338301,3603.000000,0.409612,4.000000,4426.000,823.000,16093.440000,0.000,268.375,24.819906,823,3.200455,1.366662
veh_000595,completed,3611.196526,8.606138,3612.000000,0.803474,9.000000,4514.000,902.000,16093.440000,0.000,347.766,18.514742,902,3.052228,2.056987
veh_000596,completed,3616.832321,5.635795,3617.000000,0.167679,5.000000,4516.000,899.000,16093.440000,0.000,344.694,24.607035,899,1.610993,1.871093
veh_000597,completed,3621.682381,4.850060,3622.000000,0.317619,5.000000,4518.000,896.000,16093.440000,0.000,341.693,24.006517,896,1.889285,1.769656
veh_000598,completed,3631.323212,9.640831,3632.000000,0.676788,10.000000,4519.000,887.000,16093.440000,0.000,333.100,21.789356,887,3.260384,1.316610
veh_000599,completed,3637.555745,6.232532,3638.000000,0.444255,6.000000,4521.000,883.000,16093.440000,0.000,329.132,24.611591,883,2.287813,1.408436
veh_000600,completed,3645.611349,8.055605,3646.000000,0.388651,8.000000,4523.000,877.000,16093.440000,0.000,323.107,24.409987,877,2.967683,1.809236
veh_000601,completed,3652.837741,7.226391,3653.000000,0.162259,7.000000,4526.000,873.000,16093.440000,0.000,318.475,24.490149,873,2.557003,1.887844
veh_000602,completed,3656.316848,3.479108,3657.000000,0.683152,4.000000,4528.000,871.000,16093.440000,0.000,316.416,23.231462,871,2.902239,1.804074
veh_000603,completed,3662.498078,6.181229,3663.000000,0.501922,6.000000,4530.000,867.000,16093.440000,0.000,312.658,23.754225,867,3.474681,1.873775
veh_000604,completed,3667.710098,5.212020,3668.000000,0.289902,5.000000,4532.000,864.000,16093.440000,0.000,309.616,26.293748,864,3.812008,1.711852
veh_000605,completed,3671.697409,3.987311,3672.000000,0.302591,4.000000,4536.000,864.000,16093.440000,0.000,309.588,18.859159,864,3.689717,1.913536
veh_000606,completed,3675.039842,3.342433,3676.000000,0.960158,4.000000,4538.000,862.000,16093.440000,0.000,307.558,24.746585,862,3.524839,1.751472
veh_000607,completed,3681.193278,6.153435,3682.000000,0.806722,6.000000,4541.000,859.000,16093.440000,0.000,304.909,19.258244,859,3.552263,1.749641
veh_000608,completed,3688.078657,6.885380,3689.000000,0.921343,7.000000,4547.000,858.000,16093.440000,0.000,303.653,20.325453,858,3.850944,1.528599
veh_000609,completed,3694.664659,6.586002,3695.000000,0.335341,6.000000,4549.000,854.000,16093.440000,0.000,299.933,20.376677,854,3.108454,1.442708
veh_000610,completed,3700.205917,5.541257,3701.000000,0.794083,6.000000,4580.000,879.000,16093.440000,0.000,325.122,18.965004,879,2.879027,1.386104
veh_000611,completed,3705.008141,4.802225,3706.000000,0.991859,5.000000,4582.000,876.000,16093.440000,0.000,322.021,21.972813,876,2.800536,1.651369
veh_000612,completed,3709.527849,4.519708,3710.000000,0.472151,4.000000,4622.000,912.000,16093.440000,0.000,357.947,18.328848,912,3.051557,1.689466
veh_000613,completed,3714.695108,5.167259,3715.000000,0.304892,5.000000,4624.000,909.000,16093.440000,0.000,354.772,21.286828,909,2.614673,1.211961
veh_000614,completed,3719.145526,4.450417,3720.000000,0.854474,5.000000,4626.000,906.000,16093.440000,0.000,352.035,23.239864,906,2.856873,1.957836
veh_000615,completed,3724.840614,5.695088,3725.000000,0.159386,5.000000,4629.000,904.000,16093.440000,0.000,349.660,22.806592,904,3.181094,2.053333
veh_000616,completed,3730.806283,5.965669,3731.000000,0.193717,6.000000,4631.000,900.000,16093.440000,0.000,345.676,26.437315,900,3.217187,1.576690
veh_000617,completed,3735.462301,4.656018,3736.000000,0.537699,5.000000,4633.000,897.000,16093.440000,0.000,342.853,25.176004,897,3.694512,1.802538
veh_000618,completed,3741.114226,5.651925,3742.000000,0.885774,6.000000,4635.000,893.000,16093.440000,0.000,338.477,24.881624,893,3.237179,1.403464
veh_000619,completed,3745.973746,4.859520,3746.000000,0.026254,4.000000,4637.000,891.000,16093.440000,0.000,336.478,22.727311,891,1.943386,2.026647
veh_000620,completed,3751.967037,5.993291,3752.000000,0.032963,6.000000,4639.000,887.000,16093.440000,0.000,332.443,22.468098,887,3.058273,1.867967
veh_000621,completed,3758.727668,6.760632,3759.000000,0.272332,7.000000,4641.000,882.000,16093.440000,0.000,327.630,21.989380,882,1.793913,1.775885
veh_000622,completed,3764.994856,6.267188,3765.000000,0.005144,6.000000,4645.000,880.000,16093.440000,0.000,325.526,18.764333,880,1.694970,1.916134
veh_000623,completed,3771.703083,6.708226,3772.000000,0.296917,7.000000,4647.000,875.000,16093.440000,0.000,320.511,22.835046,875,3.430999,1.732611
veh_000624,completed,3775.225061,3.521978,3776.000000,0.774939,4.000000,4649.000,873.000,16093.440000,0.000,318.795,20.261095,873,2.333482,1.973866
veh_000625,completed,3780.657016,5.431955,3781.000000,0.342984,5.000000,4651.000,870.000,16093.440000,0.000,316.056,20.889520,870,2.830218,2.096193
veh_000626,completed,3787.072125,6.415109,3788.000000,0.927875,7.000000,4655.000,867.000,16093.440000,0.000,312.664,19.008161,867,3.061629,1.133312
veh_000627,completed,3794.033869,6.961744,3795.000000,0.966131,7.000000,4658.000,863.000,16093.440000,0.000,308.439,22.492514,863,2.892477,2.393015
veh_000628,completed,3797.636864,3.602995,3798.000000,0.363136,3.000000,4660.000,862.000,16093.440000,0.000,307.501,23.485086,862,3.260032,1.623563
veh_000629,completed,3803.875631,6.238767,3804.000000,0.124369,6.000000,4662.000,858.000,16093.440000,0.000,303.802,24.122325,858,3.142853,2.186523
veh_000630,completed,3811.685262,7.809631,3812.000000,0.314738,8.000000,4664.000,852.000,16093.440000,0.000,297.988,23.060981,852,2.913562,1.738185
veh_000631,completed,3817.417346,5.732084,3818.000000,0.582654,6.000000,4667.000,849.000,16093.440000,0.000,294.545,22.608505,849,3.829286,2.392611
veh_000632,completed,3823.275209,5.857863,3824.000000,0.724791,6.000000,4669.000,845.000,16093.440000,0.000,290.409,20.768990,845,3.032552,1.334422
veh_000633,completed,3829.950894,6.675685,3830.000000,0.049106,6.000000,4671.000,841.000,16093.440000,0.000,286.549,23.989493,841,4.625221,1.793872
veh_000634,completed,3836.321571,6.370677,3837.000000,0.678429,7.000000,4688.000,851.000,16093.440000,0.000,296.977,19.554440,851,1.893623,1.794890
veh_000635,completed,3843.333528,7.011956,3844.000000,0.666472,7.000000,4690.000,846.000,16093.440000,0.000,292.013,24.066682,846,3.576090,1.905834
veh_000636,completed,3849.442148,6.108621,3850.000000,0.557852,6.000000,4692.000,842.000,16093.440000,0.000,287.858,21.837840,842,2.197588,1.728932
veh_000637,completed,3855.670892,6.228744,3856.000000,0.329108,6.000000,4695.000,839.000,16093.440000,0.000,284.564,26.165875,839,3.791285,2.294912
veh_000638,completed,3860.497226,4.826333,3861.000000,0.502774,5.000000,4697.000,836.000,16093.440000,0.000,281.868,21.665444,836,4.354465,2.123418
veh_000639,completed,3866.241569,5.744343,3867.000000,0.758431,6.000000,4699.000,832.000,16093.440000,0.000,278.033,24.061761,832,2.868578,1.728527
veh_000640,completed,3874.121252,7.879683,3875.000000,0.878748,8.000000,4702.000,827.000,16093.440000,0.000,272.474,22.869058,827,4.216576,1.664455
veh_000641,completed,3879.814997,5.693745,3880.000000,0.185003,5.000000,4703.000,823.000,16093.440000,0.000,268.939,23.854539,823,3.320946,1.380731
veh_000642,completed,3885.562151,5.747154,3886.000000,0.437849,6.000000,4705.000,819.000,16093.440000,0.000,265.022,23.683041,819,3.208679,2.020630
veh_000643,completed,3890.824896,5.262745,3891.000000,0.175104,5.000000,4741.000,850.000,16093.440000,0.000,295.583,19.376153,850,2.954040,1.384387
veh_000644,completed,3898.005675,7.180779,3899.000000,0.994325,8.000000,4742.000,843.000,16093.440000,0.000,288.966,23.574742,843,2.073119,1.552507
veh_000645,completed,3902.723656,4.717981,3903.000000,0.276344,4.000000,4745.000,842.000,16093.440000,0.000,287.677,20.839192,842,3.671091,2.181520
veh_000646,completed,3910.089409,7.365753,3911.000000,0.910591,8.000000,4746.000,835.000,16093.440000,0.000,281.132,20.066306,835,2.373152,1.776526
veh_000647,completed,3914.683949,4.594540,3915.000000,0.316051,4.000000,4753.000,838.000,16093.440000,0.000,283.647,21.033564,838,3.096415,1.921748
veh_000648,completed,3919.097278,4.413328,3920.000000,0.902722,5.000000,4755.000,835.000,16093.440000,0.000,280.578,24.158247,835,2.257179,1.745492
veh_000649,completed,3925.406187,6.308909,3926.000000,0.593813,6.000000,4760.000,834.000,16093.440000,0.000,279.963,22.566910,834,1.543645,2.002817
veh_000650,completed,3931.601456,6.195269,3932.000000,0.398544,6.000000,4764.000,832.000,16093.440000,0.000,277.628,19.688867,832,2.486586,1.929047
veh_000651,completed,3938.047792,6.446336,3939.000000,0.952208,7.000000,4766.000,827.000,16093.440000,0.000,272.840,22.304294,827,2.143900,1.841922
veh_000652,completed,3945.641598,7.593806,3946.000000,0.358402,7.000000,4770.000,824.000,16093.440000,0.000,269.506,21.965877,824,3.873429,1.940730
veh_000653,completed,3951.022854,5.381256,3952.000000,0.977146,6.000000,4773.000,821.000,16093.440000,0.000,266.571,20.494548,821,1.827993,2.253005
veh_000654,completed,3957.687344,6.664490,3958.000000,0.312656,6.000000,4775.000,817.000,16093.440000,0.000,262.557,21.786368,817,2.774709,1.278962
veh_000655,completed,3962.322618,4.635274,3963.000000,0.677382,5.000000,4777.000,814.000,16093.440000,0.000,259.736,21.998474,814,2.603799,1.777087
veh_000656,completed,3970.211372,7.888754,3971.000000,0.788628,8.000000,4779.000,808.000,16093.440000,0.000,253.421,23.492491,808,3.303307,1.360608
veh_000657,completed,3977.160060,6.948688,3978.000000,0.839940,7.000000,4781.000,803.000,16093.440000,0.000,248.834,22.704274,803,3.335245,2.020574
veh_000658,completed,3983.964838,6.804778,3984.000000,0.035162,6.000000,4783.000,799.000,16093.440000,0.000,244.707,24.404271,799,3.060118,1.605042
veh_000659,completed,3990.246656,6.281818,3991.000000,0.753344,7.000000,4785.000,794.000,16093.440000,0.000,240.094,19.982477,794,4.433079,1.798677
veh_000660,completed,3995.068256,4.821601,3996.000000,0.931744,5.000000,4788.000,792.000,16093.440000,0.000,237.347,22.645934,792,3.025387,1.970305
veh_000661,completed,4000.577199,5.508943,4001.000000,0.422801,5.000000,4803.000,802.000,16093.440000,0.000,248.023,19.555820,802,3.277821,2.125376
veh_000662,completed,4007.329868,6.752669,4008.000000,0.670132,7.000000,4826.000,818.000,16093.440000,0.000,263.695,20.137217,818,3.354928,1.428423
veh_000663,completed,4013.301092,5.971224,4014.000000,0.698908,6.000000,4828.000,814.000,16093.440000,0.000,259.726,23.525907,814,4.045124,1.356276
veh_000664,completed,4019.486709,6.185617,4020.000000,0.513291,6.000000,4832.000,812.000,16093.440000,0.000,257.762,22.428880,812,1.799735,1.395594
veh_000665,completed,4023.446980,3.960271,4024.000000,0.553020,4.000000,4851.000,827.000,16093.440000,0.000,272.630,19.911958,827,3.168765,1.732626
veh_000666,completed,4029.718621,6.271641,4030.000000,0.281379,6.000000,4853.000,823.000,16093.440000,0.000,268.840,23.341997,823,3.785300,2.265465
veh_000667,completed,4034.680730,4.962109,4035.000000,0.319270,5.000000,4855.000,820.000,16093.440000,0.000,265.811,22.254175,820,2.553458,1.916228
veh_000668,completed,4039.055725,4.374995,4040.000000,0.944275,5.000000,4968.000,928.000,16093.440000,0.000,373.698,18.622051,928,2.513015,2.269983
veh_000669,completed,4044.823697,5.767972,4045.000000,0.176303,5.000000,4970.000,925.000,16093.440000,0.000,371.141,19.976182,925,3.596060,1.753718
veh_000670,completed,4048.038940,3.215244,4049.000000,0.961060,4.000000,4972.000,923.000,16093.440000,0.000,368.836,24.491667,923,4.036673,1.551707
veh_000671,completed,4055.086795,7.047855,4056.000000,0.913205,7.000000,4974.000,918.000,16093.440000,0.000,363.768,21.615705,918,3.312963,1.399064
veh_000672,completed,4062.364815,7.278019,4063.000000,0.635185,7.000000,4976.000,913.000,16093.440000,0.000,358.461,24.919250,913,1.966118,1.586501
veh_000673,completed,4068.284661,5.919846,4069.000000,0.715339,6.000000,4978.000,909.000,16093.440000,0.000,354.709,24.277966,909,3.179574,1.882491
veh_000674,completed,4072.793987,4.509327,4073.000000,0.206013,4.000000,4980.000,907.000,16093.440000,0.000,352.895,19.276151,907,3.787978,1.989862
veh_000675,completed,4077.375934,4.581947,4078.000000,0.624066,5.000000,4982.000,904.000,16093.440000,0.000,349.605,25.912169,904,2.684438,1.400945
veh_000676,completed,4083.149250,5.773315,4084.000000,0.850750,6.000000,4984.000,900.000,16093.440000,0.000,345.329,22.804025,900,2.408540,1.964095
veh_000677,completed,4085.513649,2.364399,4086.000000,0.486351,2.000000,4995.000,909.000,16093.440000,0.000,354.617,18.161484,909,2.973357,2.273365
veh_000678,completed,4091.784364,6.270715,4092.000000,0.215636,6.000000,4997.000,905.000,16093.440000,0.000,350.794,20.185170,905,2.126467,1.411939
veh_000679,completed,4098.781012,6.996648,4099.000000,0.218988,7.000000,4999.000,900.000,16093.440000,0.000,345.753,22.431450,900,3.477352,1.493899
veh_000680,completed,4104.313170,5.532158,4105.000000,0.686830,6.000000,5001.000,896.000,16093.440000,0.000,342.005,22.381269,896,3.071798,1.942461
veh_000681,completed,4109.571566,5.258396,4110.000000,0.428434,5.000000,5005.000,895.000,16093.440000,0.000,340.954,20.391737,895,2.493410,1.892382
veh_000682,completed,4115.844517,6.272951,4116.000000,0.155483,6.000000,5007.000,891.000,16093.440000,0.000,337.111,20.748791,891,3.066379,1.940568
veh_000683,completed,4122.370483,6.525966,4123.000000,0.629517,7.000000,5009.000,886.000,16093.440000,0.000,332.003,24.698560,886,1.796627,1.554585
veh_000684,completed,4130.011711,7.641228,4131.000000,0.988289,8.000000,5012.000,881.000,16093.440000,0.000,326.725,22.935791,881,4.125795,2.152804
veh_000685,completed,4136.039306,6.027595,4137.000000,0.960694,6.000000,5014.000,877.000,16093.440000,0.000,322.491,24.949532,877,2.879312,1.535414
veh_000686,completed,4141.004670,4.965364,4142.000000,0.995330,5.000000,5016.000,874.000,16093.440000,0.000,319.384,22.511445,874,2.530920,1.713034
veh_000687,completed,4146.312772,5.308102,4147.000000,0.687228,5.000000,5018.000,871.000,16093.440000,0.000,316.678,20.406136,871,2.586375,1.257047
